Country,Country_ID,Release_Year,Young_Population_Percentage
lithuania,113,1977,24.28516387939453
lithuania,113,1978,23.8605899810791
lithuania,113,1979,23.603687286376953
lithuania,113,1980,23.516393661499023
lithuania,113,1981,23.42142105102539
lithuania,113,1982,23.318115234375
lithuania,113,1983,23.216596603393555
lithuania,113,1984,23.11726188659668
lithuania,113,1985,23.00942611694336
lithuania,113,1986,22.890743255615234
lithuania,113,1987,22.783803939819336
lithuania,113,1988,22.692800521850586
lithuania,113,1989,22.609699249267578
lithuania,113,1990,22.546634674072266
lithuania,113,1991,22.492382049560547
lithuania,113,1992,22.41695785522461
lithuania,113,1993,22.27296257019043
lithuania,113,1994,22.038864135742188
lithuania,113,1995,21.773622512817383
lithuania,113,1996,21.50655746459961
lithuania,113,1997,21.215131759643555
lithuania,113,1998,20.85497283935547
lithuania,113,1999,20.433841705322266
lithuania,113,2000,19.958343505859375
lithuania,113,2001,19.337400436401367
lithuania,113,2002,18.600421905517578
lithuania,113,2003,17.924943923950195
lithuania,113,2004,17.360408782958984
lithuania,113,2005,16.833236694335938
lithuania,113,2006,16.295162200927734
lithuania,113,2007,15.756659507751465
lithuania,113,2008,15.309212684631348
lithuania,113,2009,15.044882774353027
lithuania,113,2010,14.923665046691895
lithuania,113,2011,14.83563232421875
lithuania,113,2012,14.737364768981934
lithuania,113,2013,14.651066780090332
lithuania,113,2014,14.588044166564941
lithuania,113,2015,14.616804122924805
lithuania,113,2016,14.745499610900879
lithuania,113,2017,14.912266731262207
lithuania,113,2018,15.050527572631836
lithuania,113,2019,15.113790512084961
lithuania,113,2020,15.118940353393555
lithuania,113,2021,14.856607437133789
lithuania,113,2022,14.978961944580078
luxembourg,33,1950,20.17229461669922
luxembourg,33,1951,20.078266143798828
luxembourg,33,1952,20.137773513793945
luxembourg,33,1953,20.321447372436523
luxembourg,33,1954,20.531312942504883
luxembourg,33,1955,20.72088623046875
luxembourg,33,1956,20.885379791259766
luxembourg,33,1957,21.04259490966797
luxembourg,33,1958,21.194061279296875
luxembourg,33,1959,21.162086486816406
luxembourg,33,1960,21.214126586914062
luxembourg,33,1961,21.490707397460938
luxembourg,33,1962,21.72911262512207
luxembourg,33,1963,21.92838478088379
luxembourg,33,1964,22.123254776000977
luxembourg,33,1965,22.322891235351562
luxembourg,33,1966,22.478477478027344
luxembourg,33,1967,22.550132751464844
luxembourg,33,1968,22.52458953857422
luxembourg,33,1969,22.4056339263916
luxembourg,33,1970,22.113428115844727
luxembourg,33,1971,21.918432235717773
luxembourg,33,1972,21.515579223632812
luxembourg,33,1973,21.04522705078125
luxembourg,33,1974,20.49041175842285
luxembourg,33,1975,19.98350715637207
luxembourg,33,1976,19.573196411132812
luxembourg,33,1977,19.15811538696289
luxembourg,33,1978,18.734289169311523
luxembourg,33,1979,18.744625091552734
luxembourg,33,1980,18.76606559753418
luxembourg,33,1981,18.43250274658203
luxembourg,33,1982,18.12105941772461
luxembourg,33,1983,17.775238037109375
luxembourg,33,1984,17.459980010986328
luxembourg,33,1985,17.1998348236084
luxembourg,33,1986,16.998594284057617
luxembourg,33,1987,16.91135025024414
luxembourg,33,1988,16.988618850708008
luxembourg,33,1989,17.161724090576172
luxembourg,33,1990,17.353092193603516
